id	text	sentiment
25341	haha majja aayo video here chai	Positive
13299	ke driver le lock down na manne ta,,,,,,?	Negative
22937	desh bechne lai samaunu hola ...sarir bechna t badhyata le ho ...yedi over 18 ho vane they have their freedom if they have understanding between them	Negative
10716	vauju van kta ho 😂	Neutral
31379	kk na vaa zastai 😤	Negative
17163	aru guuu khane haruu bhanda anish daai is good ❤	Positive
22179	oee dhamla muzzi korean movie hindi ma dobbs hunx tyo hindi movie vayo r kun chor vneko vuban karmacharya le vneko dhamla lai dhamla muzi le pani paisa khan kgojirako x deshdrohi tini haru hun vuban karmacharya r dhamla le	Negative
26499	time 6.45 15metre hoina.	Neutral
16246	hahaha paila paila kt manxea pidit huntheya aba ahyla just opposite vako xa every media ma kta pidit budi ko karan le 😅	Negative
26323	thukka gada yesto le pani ma dubera marda hunx.	Negative
21256	muji khate repoter bodo	Negative
31959	kasto raksi khayer boleko jasto yo manxe le	Negative
24011	teri bauko kapal vandai xas	Negative
31865	budo le kura safa garxn ❤	Positive
20563	hakim dai be like; ka fasye ma 😥😂	Neutral
15176	paisa ko khelo raicha yo nepali reality show ta chyaa. chyaa chyaa. really really disappointed 🤮. aka lots of love ❤️	Negative
20215	na runu bro keep it up xoro manxa royera hudina	Neutral
20029	hari bansa niruta sing wni tespaxi bipin kai acting ho ramro	Neutral
24621	sem mero katha ufff	Neutral
20054	kina ki family wala le afno relative frn relative ko relative haruki matra bikas gardi raixa	Negative
19719	sir ley rajniti aali bhujhnu thaliyo ajha bujhnu baaki cha u r good man hope so keep it up 🙏	Positive
10942	ramri x riyasa heroine khelnu very good	Positive
20583	rest in peace chand, hamala, amala, gamala what ever.	Negative
24726	american idol ma top 7 bata out hunu vako auther gunn lai suvakamana cha dharai dharai agami din ma 🙏😭	Neutral
22155	yo interview ma jpt question gariraxa sala	Negative
22847	binu best lagyo 😁❤️❤️baki aru pani best hunu hunx tara binu le lastai hasaune 5 choti herisake love it lots of love	Positive
31773	thau ko name pni vana	Neutral
31053	adhip panta best ever host	Positive
25170	wow beautiful jotideep 😍❤	Positive
26258	kasari shreeman bhaye....ha ha ha	Neutral
13235	happy to see you here in ap1, givina baini. god bless you.	Positive
13517	he bhagawan kna yasto ni 😭	Neutral
31598	3:35 this is the same answer i give to my parents when they say pilot naban plane crash hunxa 😂🇳🇵❤️manxe hinda hindai ni marna sakxa 🥺✨	Neutral
25862	maile milne vaye maile pani vote garthe. end an ramiro thought,ani planning..mann jityo	Neutral
25971	gun kha x kta ho let's go for hunting	Negative
31955	bhim dai ma 💪 positive power xa bhnne lagyo 👍	Positive
10922	sadu baba ko bolne style chahi baball lagyo kya boldine k lyang lyang k bro 🤣😃	Positive
17898	arkako ko existence lai accept nagarne	Neutral
19396	plz ptrakar jiu,kenopama mamko true biography halnusna hau	Positive
31416	very good interview iam bharatmani paudel	Positive
14133	god bless you daii and aaune din ma hjr raugh ko father hune haii daii	Neutral
19839	film boycut garna parxa aba dipa ko film	Negative
31181	sala hawa hawa dikhou cha sala media nepal ko chora media	Negative
21563	1st time parashmani mahat ko full episode heriyo!	Positive
16964	wau nice team nokkai maja liyo hasera	Positive
12610	yo mg ko ma ken janxan khai kunne	Negative
25582	pattasaf huni din audai xa	Negative
20207	raprapa patan hunx aba	Neutral
11274	big fan santi shree ji ! thank you so much rabita ji	Positive
31086	udayapur gaighat and chilaune vanjyang ma	Neutral
15860	real life ma ta jan yakdam ramro sakigoni tim 💕	Positive
22459	indain media la aaila samma interview leyako xainw hola tara nepal ma chai ke pani dekhna hudaenww interview 😜.. j hos nice couple guys 💯❣️❣️	Neutral
13580	male dominetedculturally developped society ma yesto afu lai slikati pani chit bujen vane lat haner marnu nikrist prani hun	Negative
13740	wow great soch aama ko	Positive
31239	tapai lai vagwan le shadai vari saath dinu manche vagwan pauna mandir janu pardaina dokhi garib ko sahayog garnus yahi nai vetaunu huncha vagwan god bless you sis nd your comity	Positive
22747	uha le vaneko anusar pani 3 rupiya (36%) ko rate le 10 years 2k ko 50k vanda pani kam hunx. hamro gaau ma pani tyahi rate ma loan dinthyo, ahile pani 2-2.5(24%-30%) ko rate ma common x sarlahi, mahotari tir	Neutral
22234	best wishes for your lifestyle and future jyo jyo laso fyafulla suyog sharma you are great leader of nepal and future president of nepal keep go ahead i'm with you	Positive
12969	first time in my life kunai netaaa ko bhaasan sundaa ma kati garva ra khusi bhairako chu.bina kunai boring laagera .jay nepal 🇳🇵 jay umesh lamichane g.jay nipesh g.jay bikash sharma g.jay dipendra chand.jay sudip bastola g.	Positive
21877	ani free ticket free visa vandei vote magnu thikei ho 😅	Neutral
10704	aba ko nepal ko prime minister gulshan sir li bhanupar6	Neutral
20732	nepalma 500 , 1000 ko indian note nachalni vayko huda 100,200 ko note liyra aaunu vayraxa bichara 😭	Neutral
15747	23 september ko 100 jana lai mero ticket india ma ❤️❤️❤️🙏	Neutral
26996	sostima ko aattitude sanchita ko dress xexwxexe k ho yesto herion vyerw pni k garnii lgaunii tahaii xaina ☹️☹️☹️☹️	Negative
17348	bibek bro yaar kati geet gauna lako. 1 or 2 is enough	Negative
14450	job is job,no problem sis..u re' a intelligent 👦 🕴 and mum....	Positive
21752	saugat dai bolney bittikai gentleman ko goon dekhinxa	Positive
17194	yo mc kshitiz gautam ris na utha tw	Negative
16636	jerri dd mahan hunuhuncha	Positive
19714	good morning sir yo aaimai thik xna sir ❤️❤️❤️ tapieko kam li salam garxu sir	Positive
18468	asmita regmi valu ho j ni bolxa	Negative
23924	mero vishnu deep skill education channel hai	Neutral
10183	sagar adhikari ko atma busways kada xa 😮	Positive
17276	geeta ma’am ko comment chai aba compliment haruma pariwartan bhako le ajha besi mazza aayo chhiring ko lagi . bibek ji you are the best but please chhiring ko lagi pani best choreographer banidinuhola 🙏	Positive
18662	bhadragoal serial lha jhakhadd bro lhi help garnu hami pani sagdo help garxu..🙏	Neutral
21427	time herda hunxa ni ama lai phn gareko kati time ma aipugnu vayovane cal history here c tha hunxa kati time ma aipugnu vayo vane ta ..phn gare sakera dhoka ma handa ama tety xeto aipugxin ta khub natak baj haru ani aja thaxaina rey kati time ko dif xa vanne .	Negative
31098	who came here after phul bhute sari	Neutral
21086	jaaay police department sault you 😘💖 great work keep it up ☺️ sir	Positive
14774	ankita ko cament nai lamo interview liyako jsto tait 🤣	Negative
27872	mahaanayak rajesh dai nai ho there is no doubt 😍	Positive
26798	looking beautiful shuvani n cute couple	Positive
20883	yo kti t pura mental rayacha	Negative
12304	boine boine bhaneyra natak kina garxs.chutiya khatey.kasaily vote nagar	Negative
25118	oh my god asto po ho tw interview...thank u canada nepal.	Positive
25244	useless talent 😂 english ko	Negative
24332	yo asmita parajuli kukurni llai karbai garnu parx 💩	Negative
25452	mida ko kam xyena vhyota hrea coment kosto xa	Neutral
13353	very good sishir sar 👍	Positive
19312	insecure hau unsecured haina	Neutral
12072	dr lai kaha vetn kasinx t	Neutral
11407	aama tme aparm par xau, love you aama	Neutral
10911	media ma huda neta lai aarop ani neta bhaye paxi media ma aarop...ramailo xa	Negative
11196	xixi yo kt tw porn star jastai rahexa kasko xori ho rip rip	Negative
20321	neha ra dipip le paunu parne ho best of week	Neutral
18146	dherai ramro banaunu bhayo. thanks.	Positive
24629	yo sale madhu randi sale beshiya valuni kukurni lai kasle singer vanxa yr yo madhu randi ta thamel ko mall ho	Negative
10019	yo kt lai moj rw masti	Positive
12043	nepal m.b.c ko kaam ta manxe bechane matra hw yestho kaam kaha dhiyan dinxa ra....	Negative
14867	man nai ruwayo song le nishan 😢	Neutral
27082	1st time mandal sir ko program ko yeti dherai view aako hola 10 hrs ma . haina te aakar sir khatara manche..ki kaso mandal sir.lots of love from the uk.	Positive
13576	mobile ma paino bajaer geet gaune style bbl lagyo.keep it up ❣️❣️❣️	Positive
17780	aru j hos but you are joker journalist 😂	Negative
21400	moo banglore ma chu moh ta hindi ma harnu janchu hai chutiyaa media	Negative
22396	ramro kam hajur ko sir	Positive
31342	subedi zi ko question so funny hunx yrr surumai haso lageuu 😂	Neutral
20402	yo team yeti pani deserve gardaina thiyo.....anyway out bhayecha good congratulations	Negative
18164	wow my fav singer bimal aryal ji ra buddha lama lai dekadha dherai khushi lagyo 💕	Positive
24439	dr. sahab, hajur ko clinic ko adress ra number please	Neutral
17864	hyaaa music chai k bajai rako hola irritated laagne 😡	Negative
31682	confident hunu tar overconfident chahi nhunu bikram ji ani gaff diko jastai kam pani garer dekhako ramro	Neutral
15094	dai but bhai jasto lagyo	Neutral
24853	kati dherai maya grnu vako aamale ❤️ 😭	Positive
13484	plzzzz sis hjr jaaa vaya ne contact garnu hola ur family is wating for uhhh	Neutral
11694	birat sir ko madam lai ma auta sujhab dina chahanxu ki ..... birat sir ko job vaneko dherai khatara ko job ho tesaile madam le every time need to call to corrs check you don't forget madam pls ahile ko jabana dherai kharab xa ??	Neutral
15323	magne dai vayako jun film pani first show herinchha...	Positive
12775	chair chai vayena show lai match vayena euta chair ta change garum kati choti vanne hora ...haaiiiiit	Neutral
25316	obber cute couple made for each other. stay happily. akplta parents lai convince garnu partho bihe garnu lai but je vayo vayo aba forgive them plz. xori ko khusi ko lagi accept gari dinus 👏	Positive
13717	j ni bolne payo bhandai ma…you are just a comedian. shame on you	Negative
26425	having bushan dahal why we being stupid seeing adhip damala show.	Neutral
19320	vastrachar rokna sistam ko sath sathai nitiniym kada banaunu parx	Neutral
22698	pinda khane bela vako x feri pani dhotiniko rag rag.	Negative
26738	fag you choor dur sanchar very fag	Negative
18893	kapil rw achal ko interview linu paryo	Neutral
19300	choday huncha asto khalko ko mandal ko hamala...no need you ok	Negative
18313	sor ati mitho xa kalpana ko ❤️	Positive
18971	never knew till date that anjan bista also can sing apart from playing football..	Neutral
22778	sarkar le garnu vako akdum ramro ho but sanga sangai social distance pani maintain gareko vaye akdum ramro hunerhiyo.	Positive
15117	hahaha nepal ko dance	Negative
17327	hjr ko number ka ho sujit gurung	Neutral
27991	🤣 uff... k saro hau dubbing ra original vanne ni nabujne kei byakti haru	Neutral
15588	hajur dui janako interview here paxi sukha dukha nai birsanxu... i love my favourite couple	Positive
27866	desh na vaye k yo chor minister haru hucha?? ra?? tesaile he is good and his views is 100% correct, aba yo sab minister loi juntera marnu parxa and desh ko kura loi simple vaney ko ho k yo ministery??/	Neutral
12267	yo karyaokram herera dherai kura sike dhannewad ap1 n dr saheb.	Positive
27565	danceing star sampurna temaliae all the best ❤️❤️❤️	Positive
19829	aja bata .....balla news .....herna paiyo....	Positive
17630	motivational video for me	Positive
31172	🖕🏿🖕🏿🖕🏿🖕🏿 kshitiz rokka taila desh khub banaes kasto ramro desh banaes	Negative
27329	buddi dai you will be busy in film so	Neutral
26250	people want greter nepal	Positive
23513	dherai ramro programe.dhanyabad sir.	Positive
18063	la sir ma hjr k osath ma xu j jasato vaya pani na ramro kam chai kahila na garnus sir love u ur all team member love u sir	Positive
10276	yo didi le audio record garer youtube ma halide ko pakai paisa khachh yo didi le...	Negative
16665	wowowow dami k bolne tarika so good xa filim pani	Positive
21867	birat kushwaha you killed it,🔥	Positive
24583	nabin deuja sir plzzzz plzzzz kati natak aako yo manxe laiii plz try to bring truth this man is lier	Negative
26908	gathabandhan 5 barsa chaldaina prchandale sarkar dhalxa economics growth ni down hunxa country development hudaina serele bikash gardain.	Negative
20467	ma syangja npl ko ho hall ma dehradun india bata yo vidio heriraheko xu dherai dukh lagxa purkhale arjeko hamro muluk ahile bharatiye dalal harule khokla pareko dekhda i proudf feel i love npl jay nepal	Negative
31099	dherai khushi xu aaja . i appreciate saugat dai	Positive
15229	i am remembering my ex she looks like samikchhaya	Neutral
11893	kalakar vayo pachi yesto decent decepline po hunu parxa koi koi chai hunxan feri famous hune vitikai natak garne	Neutral
25068	pawan lai pani interview lei hai .. great interview	Positive
25098	jantale chuneko pm hoina samsad bata kine ko pm ho,,,,,,,???.	Neutral
18816	jodi akdamai miliko xa hero heroni vanda kam xaina best of luck	Positive
24942	shame on you bikram deuja	Negative
18041	surya bohara is a bulldog of pm bastola	Negative
20788	yasko pani guf dherai.	Negative
11031	teso bhae hindi flim nachala hindi channel hata	Negative
14864	sano nani ko kti maya lago jasto vaye ne ama baba ko kakh jasto kei hunna....yesari melaidinu vako ma dherai dherai dhanya bad 🥺😭❤️❤️❤️💐	Positive
18035	why alisha karmacharya is sitting in judge chair 🙄	Negative
13181	yuva milera kihe garnu parxa we are support u bro 💗❤	Positive
26220	3 mukheko vhar bsuas nagarnu from the sikkim	Negative
24832	and timro baba is the best netah but timro mom is not good	Negative
16458	dubai jana na ramri huhuhaha	Negative
16174	plc going too ceragem bikram ji helth care coria .ktm ma kalanki..gorku.tinkune..jorpati..ma x yo centar ..	Neutral
26287	afno life banaunu nanu best of luck	Positive
25085	katam vo maobadi aayar	Negative
10243	samaj paribartanka bahak , blind dateko best namuna jodi, intercaste jodilaini(ram phokharel +surilo sworki dhani narbada lakandri)meri unilai ma herne manxa. mam	Positive
23937	hjr ko shree mati nakkali	Negative
13002	yati ramro intervew aaja samma hereko thiyana kati mitho boli	Positive
24167	niyale ki uni yatibela tukra tukra pareko mutu liyera aasuko ghutko piyera bachiraheko xa.malai unko yo bibasta dekhera feel garda vakkano futera aauxa, dear,god please give him strength to stay strong..	Neutral
18954	wa dai ekdam ramro	Positive
15998	youtube haru le payo aba 1months ko lagi	Neutral
31414	sarai mane dhuko malai herda...aasto kasai lay na garnu hola hajur life ma...watching all the way from bhutan now.	Neutral
12335	we really appreciate you mayor bimal kharel raai.i salute you sir..❤	Positive
16407	next episode rachana rimal	Neutral
10050	neelam ji all the best proud of you 🙏 malai po nikai garo lagyo kati bela aankha rasayo thahai paina lots of love both of you verry congratulations ❤💞💖	Positive
14850	and jiven sathi ko program ma couple haru lenu it's not good	Negative
10332	dinesh best of the best bhanda ni guuu buddhi on brain laagyo	Negative
25820	dee hjr shilpa pokhrel snga teti close hunuhunna aile euta interview sngaii janu vako xah so sodheko don't mind	Neutral
24207	voice is good but ytiko talent dherai xa nepal ma 😌	Neutral
25969	me always seema my feb frm india . snika garda matai herxumo	Positive
21739	sex scene dida chai hune..touch garyo bhaner rune ?	Negative
26117	media liyer direct janu wrong ho matter j vaye pni harek ko privacy ko right xa..	Negative
22601	prithivi narayan shah paxi newar lai aafno banaun sakene bekti shah nai aayo. vote for nabin .kathmandu metro people if u want to get change and protect your culture	Neutral
24391	voice of nepal session 3 ko mero favourite nabin ra denish ho best of luck both. hjr dui jana topma pugeko herna chhahanxu	Positive
16295	iom ko follow up garna paryo sir ???	Neutral
14914	ramro kamm garnu bhayo smart tv	Positive
12039	(sandarbha- yo video ko first case ma driver le ppe diye vane jaanchhu vanera clearly vanda pani uslai kerkar garnu wasnt genuine.)	Neutral
22149	joker vaneko ris uthe jasto xa	Neutral
23091	she is so illogical, full of bullsh*t, aesto hawa lae vote dinu is waste for 5 years , amale lae desh bikas garxa vannu nai thulo joke ho	Negative
15651	hiden telent vaneko chai expresson re hiden vaneko ta lukeko telent hoinara ani kasari expression vayota bujnai sakiyen	Neutral
24609	wow v10 rocks in pokhara….	Positive
20766	sahi banyo pahilo maxe	Positive
23073	mapni sishir sir ko sport ma thiyaa and mlai jarana mam ko mlai newss dherai man parx jharana mam beast news lgx	Positive
27834	akdum man parcha yo programm malie	Positive
12924	xiiii mata k vandina 😡	Negative
24586	nmb bank pani chor ho	Negative
22478	kasto abujh mahila xi.	Negative
24866	yo show chei hawa lagyo malai inden copy garnu khojxa hawa na ramro xa aafno talent dekhauna copy hoina our culture dance is better then inden copy 😂	Negative
12952	mero ni interview linu na 2 hajar followers xan 😆.	Neutral
25987	kulman is always hiro of nepal. go to hell lila sarkar	Neutral
26703	yagua okhs saugat l,chha ya harnuya	Neutral
10320	aaja ko episode ekdam ramro xa 2good.	Positive
22905	yo week ko performance of the week babita ra dipesh ko jodi ho.........wow...wow...wow..	Positive
25588	ati thulo ani happy family 👌 saila chai vai same face biraj	Positive
25274	jindagi vari royera basna parosh testo narilai 😭 be strong brother 🙏	Negative
12351	pahilo.comment ma.pariyexa nissanko.thulo.fan ho nepal.idol herda duniya indian ko.room ma gayer mobile magyer vote garte aaja jasto lagxa	Positive
21564	so butiful baeniii aeru	Positive
13191	💯 right garnu vayo midiya le	Positive
14787	maile chahi satish daju lai suru ka video ma matlabi jasto lagthyo naramra comment ni gare hola tara aajvoli satish daju ko kaam dekhta proud feel hunx. satish daju thanks a lot keep doing this, god bless u	Positive
24641	teha interview ma binod gurung lai kena na bolako	Neutral
16339	aakar bhatta chor ho sala……..	Negative
26470	mcc garnu thiyo greu	Neutral
31917	hjur haru ko vedio sab mail khanx mero life ma chai hahah	Neutral
22006	asko arko part k hi. follow up aana	Neutral
13234	milanu vyo khusi layo santosa sir good job	Positive
27031	wow soo wonderful amazing dancing shorasoti baini best of luck 😘🤩😘🤩👌👍❤	Positive
19906	very biutifullll c's alisha lamixane de jastai bolne saili dekhi sarir rupko banawat ni so ur preeti cs love you so much	Positive
18113	newar community ko comments khoi?	Neutral
23448	why always mero party, mero party...	Neutral
14692	nepal ko no.1 media nai galaxy 4k ho. this television is totally different then others media.	Positive
22826	aja ganesh dai hare pani abasye eak din arko yuba absaye uthne xa he start to change political background so plz ✌️support him	Neutral
10160	sahi kura garnu vo baba g	Positive
21118	yo sunera nepal party ko jhole raix k title rakheko yo????	Negative
13303	lila sir pls xadnu hudaina	Neutral
24784	wow how nice speech 🎤 and the best wishes sobita gautama 🙏🇳🇵jaya nepal 🇳🇵 🎤	Positive
23746	yo video herda flim ko kahani jastai lagyo	Neutral
12808	dixya di binu di smarika di samarika di all girls is very comedy	Positive
25311	very good dohari song	Positive
12430	tapaii laii full support xa daju	Positive
14224	sale media face dekhana k garna face dekhaudainas	Negative
20300	k hindi k muslim sabai nepal ka fullbaari	Positive
12443	hindi movie kuch kuch hota hai ko remake ho jasto lagxa kta role kti ra kti ko role keta	Neutral
19860	baini 🦶👎🏿👎🏿👎🏿 tho kha 🦶👎🏿🦶👎🏿	Negative
14244	yi dale apradhi ko karan yesto vako	Negative
17378	dherai ramro kam. 👍	Positive
15482	hindi film haru hall ma chaleko 3/4 mahina poxi youtub ma haalinxa but haamro nepali film haru chai 1 barsa huda poni haalidaina so sad...	Neutral
31736	world perfect couple nice haaku kale best acter frome nepal 🤔😍	Positive
18767	asbina lai ghokarthyak garera nikalna parne yo show bata....every episode ma chatak dekhau6 mula....tesko favorite sensual dance ma chai step vuldaina...khub spiritual xu ma van6....khoi ta aja dance garya....nautanki	Negative
23114	moh chai side ko motte dai dekherw haso layoo	Neutral
12934	esari sano man ngaruns dai ho maye lagxa aafno budi but testo harmi ketiko paxi nlaguns hjarxa testo	Negative
13614	myagdi ghar hoina syngja ho .. repoter jeu	Neutral
21239	manish host le garda nai yo progrm herdei xu	Positive
23708	pink dress pagako dd cute +dance ma pani	Positive
11276	call film old film director like tulsi ghimire......	Neutral
13814	rose ring ko performence 😱	Neutral
26886	i am agree with abdush miyaa.	Positive
12332	yes ko pni voli phd baba jataí hune snket aayo	Neutral
18882	deepa ko lagi tw rajes dai tw ramro manxe ho	Neutral
12247	suru bhaye dekhi antim samma interview hereko nai aaj ho. we will support you denish.	Positive
11722	nam ni anmol, kam ni anmol , suhana is so understanding daughter . good luck	Positive
10950	very excited to see this show...all the best neelam mam and manish sir.....and also best wishes to pooja mam....	Positive
22626	mandal i don't like his word kehi satya nabujhi bolexa	Negative
10751	contract and samjhauta ma word and clause ko value hunxa... thought and theme ko value hudaina... 🇳🇵🇳🇵🇳🇵🇳🇵 neta le bujhnu jaruri cha	Neutral
19726	yeti ramri innocent xori lai dekhdatw aakha rasayo video nai off garnuparyo malaitw but mummyle kasari xodera gayo hola thukka papini.	Negative
11028	durga so unfair 🥺 aba yo show herinna	Negative
15951	really nanu u r so talente.....vry confident n so decent talk u r our pride. bolda hasera bolda kati ramrk dekhi ki nanu .... timi ramri asal nai xau jhan ramro ra badi oragtai gara nanu	Positive
17205	dd hajur yakdam mahan hunuhunx 😭	Positive
11112	yo mujiko channal unsubscribe garou hai guys maileta garisake	Negative
31071	jhapali baba ho jasto lagyo bolne tarikale kya cool .	Positive
12198	to dance sekda bal badnus jyoti sis god bless you	Neutral
11500	rishe sir tapii patra kar ho ki ..?? mind bold manxi ho sir..?	Neutral
19243	g bob bro timi ekdam ramro rapper ho.. stay strong and fight back.. good luck for upcoming days .	Positive
14339	aile sano tini fame xa	Neutral
13139	kati majaa vota valune lai	Negative
31160	nepal and nepali pratiko maya.khusi lagyo.nice family	Positive
26066	taile kina chinnu hw 😡	Negative
10772	badaai xa sir jai nepal nepal police	Positive
25313	amrit sir ko dada ta lastai handsome love you handsome dai	Positive
12164	vote appeal garna lagayera matrai judgeslai marks dina lagaunu bho bhane sayed participants harule dhukka vote appeal garna sakchhan ki.	Neutral
14597	god bless u sishir sir be strong god with u.😭 hami dherai niras chau.	Neutral
23930	daju light focus ali namileko hoki	Neutral
15503	thank you to the entire team of dancing with stars nepal team for having all the singers ❤️sayad aja hamley yes show ko through bata dherai singers chinna sakyeu 🫡	Positive
18709	bolne saili batw liyera harek kurama eati ramro hunuhunxa tarif garera thakdina manu ddko keep it up 😘 dherai maya didu godbless you	Positive
17835	kun donkey haru ho yastow video lie pani unlike garney	Negative
31406	kati innocent hasbend ..maya grne ly kina maya napako hola .bichara daju.	Neutral
19776	suyog bhai ko act over vayo vhai	Negative
17515	yo kukur lae samla are bus darnall angkaji jyu	Negative
27095	100 % right youbraj ashang nice comens	Positive
20648	yo ajay dhamlaa khatam xa yrr hawo kuraa matra garxa yrr	Negative
10245	live telecast garne aukat navaye ni heighlight ta ali attractive banaunu	Negative
26158	a nagarik hoin ku nagarik	Neutral
16313	prakash 👍… naya pusta with genuine thoughts… lets see	Positive
13060	same content harek interview ma	Negative
19305	gari mam lai dance. garna lagaumna 😂	Neutral
24267	aasu nai aayo 😭 narunu na	Neutral
26280	manish jastai butwal bata pani uthnnu paryo doctor engineering ani principle jo utheni tara unpad gawar chae nauthus	Neutral
17490	su swasthe ko mamana budi ama lai. god bless her.	Positive
23507	doctor sir ko phone number xaena sir hajur?	Neutral
24376	buddhi tamang and bijaya dae manparne actor 😍	Positive
10095	nitesh sir la corruption case xan vhani immediately fire garnu hola whether tyo dantha or inspector or ssp or dsp or dig or aig or igp hoss. yeti garnu hola	Negative
31324	dherai khusi lagyo birat daju hjir lai dherai dhanyabad hai 🙏 congratulations to both happy new married life .god bless u always 🙏❤️	Positive
26772	sherpa is rock support of chhiring sherpa guys	Positive
13044	foreign counry gana haru la aama rw aafno wife lai thik ka aadkala rw paisa po sent garnuparxa but so sad story 😭	Neutral
14416	esto ghatana kaile nahoss mritakk ko atma ko chir santi kokama na gardaxu 😭🥺	Negative
21765	dd vane topic nonsense cha plz next time bata question haru ma ali badi homework garnu hola whole team	Negative
21393	kaam na paayerai hola yr jo.pani viral j garepani viral	Negative
14958	tapiko every word important xa life ma jun 100% ma 90% positive people xan tyo hjr ko maya ho ra 10 % negative people jun xan tyo hjr ko lagi agadi badhna lai badhey banauney haru hun i think ❣	Positive
14628	gajendra nembang le uplode garnu vako ho first ma	Neutral
12669	dhiraj ra anuja not deserving paila dekhi nai..because of you guys aru talented dancers and choreographers out vayo with no reason..finally out now..i’m happy	Neutral
11661	thank you for your interview ayushma sunar	Neutral
16325	o my god yo nepalma xorimanchha haru lie k vako .😭	Neutral
15486	yesto maya garne manxe le wife lai maya gardaina vanne malai lagena	Neutral
19928	kun place ma rahixx	Neutral
23999	kati mitho boleko ho vai le 🥰 good wishes 👍	Positive
27462	wow amar amrit outstanding performance abiral corography and concept 💯 %🔥 🔥 🔥	Positive
14297	anu ji bichara stars aalu jasto payera eliminate hunu paryo	Negative
18418	wow buddha ko intry song sarai ramailo vayo	Positive
18244	pubg word rakhe ra video herna laune 🤓 tarika ho	Neutral
27589	sabai team haru ko dance amazing singing wonderful ❤	Positive
23322	if sudip karmacharya didn't win over regmi than dhadeldhunga peoples have serious problems.	Neutral
13183	lah ekdin aaunu parla aunty lai vetna ra bhoot ko story sunnaaa :d nepal aaye c	Neutral
16324	dhanna pheri road pitch garena aryal ley. 😂	Negative
20556	bolda boldai thuloo thuuloooo swor gardai bolne...😂 ruchi.interview dina sik la riyasa.ramro snga 😂😍	Negative
22326	i am from mumbai, dinesh deuja jiu one of the best heart touching video, thanks to all	Neutral
18402	chalak ra sawaarko ni helmet hunu parx.2 janale nai helmet hunu parx .	Positive
24799	hajur ley surendra thapaliya ko interview hernu paryo	Neutral
12121	prayas ko habit ramro lagyo america baserw pani simple milansar dekhine	Positive
10990	lets hope for better	Positive
26340	pagal jasto question garx yrr tait	Negative
26244	good garnu vayako xa shantos sir	Positive
13623	sayad 2016bata nai dating vako jasto xa dekpesh ko kura from skins lagda but lukako hunxa dating date haru but lovely couple	Neutral
27562	hait ..... religion lai involve nagarnu parne ho... hait.... stop these nonsense....	Negative
25062	dai background music mutu tukra2 paryo	Neutral
12080	sahi ho brother ko hubby ani kura ma dum cha	Neutral
17383	kun bela aaucha ta arko floup	Neutral
12459	ati ramro good jobs	Positive
16682	here 3:52am. kambat farker thaker aako moh marn lage haser . kasam ktii hadkao love you dherei .	Positive
16264	ho sir tey ho 😂🤗🙂😀😁	Neutral
31287	kasam yo jodi dakda maro man khusi vayrw aaux love you 😘 both off you	Positive
31079	jitdaina .. hawa guff dera matra hudaina .. dharahara seto tower re esko lagi..	Negative
16196	sapkota sir ko program bata financial support dina paryo yo bainilai.	Neutral
17819	kaya majjale vannuvo dr sap thik vannuvo	Positive
19501	wow...kasto clear voice ho	Positive
20385	katye meter distance maa shoot vaako chha 😂 back round celebrity bata thaa hunchha 😊	Neutral
10825	viraz ko malai action man parx...sab vanda t turn kick r butterfly kick t osm ....wow nice hero ab baru indian movie ma entry garnu parx	Positive
23615	aang kaji you are wrong we are all same and we are human there is two jaat mahila and punish. unnecessary bakhada garna bekar ho hami eutai ho .	Negative
26530	sukha ley mat lageyko kt abo khanxeyyy duita hatley	Negative
20748	kapoor bot tv lai salute garxu	Positive
14927	pahilo choti chitta bujhyo aja yo intervwie herera sayad yo vanda komnaii payinxa yeti mitho vedio herna moh nikhil upreti paxii dosro thulo fan suyog sahako vaye 😘❤️❤️❤️❤️❤️❤️❤️ chand sirlai dherai respect	Positive
22198	yo babu last talent xa sabai milera sayog garnu parxa hai...	Positive
12225	great salute angkaji sir fact kura garnu vayo we need to remove bahunbad natabad from the system.	Positive
19342	someone send to sishir jholi kidney failure lai	Negative
24023	hardik sardanjali 🙏 dibangat aatmaharulai. beautiful soul the krismi may your soul rest in peace. you worked so hard.🙏	Neutral
17570	yo chor gadha kukur jagadish parajuli ra jayn mara chor parachanda ko chal ho thukka nepal ko kanun yasto ta cha ab shre langka jstai huncha nepal yokp parajuli ra jaynmara ko chor haru ko khayl ho 😂 don’t worry adhip bhai all nepali janta with you	Negative
24741	prem geet 3 week ko 1 show lagye pani 5barsha chalxa.. don’t worry…hall maa laage haami laai pugxa… 1month kurera pani herinxa.	Positive
16110	samikshya sisko voice ati nai sweet xha geet maya marera ati nai man parxha jati sune pani suni rahun laagxha. maya marera mero laagi favorite bhai sakyo. congratulations samikshya sis.cute beautiful girl gd singer of nepal.	Positive
19319	interviewma chai dubai uttikai re dhyan jati aakashma my lord 🤔	Neutral
14437	nam safal kam asafal	Negative
19098	netri hunu parne manchhe abhinetri hunu bhaecha ...... please go to politics and clean some garbage.	Positive
24695	pradip bhai hajur ko jiwan yarra ma hanurko sangharsa le dherai lai jijne adhar milne xa god bless you ❤️❤️ we all with you love and hug ❤️❤️	Positive
18087	bhinna ngo le sahyog ko lagi apil garxu	Neutral
16850	lahure lae salam x testo vaypaxi ni acept garnelae	Positive
